Service PCN,NSN,COVID Critical Status,COVID Core Status,FSC,NIIN,Description,LoB,Sub-LoB,CITS Channel,Oracle Channel,NPA Code,NPA Name,CITS Customer,Oracle Customer,Contract Number,Prime/Non-Prime,Sales,Quantity,FY,Month,FYP,MONTHP,OP Description,OP Grouping,JS Grouping,Textile Grouping,Textile PGC,WI Category,WI Sub-Category,WI Point Size,WI Color,Marketing Main Category,Marketing Sub Category
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOK,ALPHAPOINTE,WECsys,"WECSYS, LLC",NON-Contract Data,Non-Prime,557.55,3.0,2019,Oct,2019,Oct,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,151.74,6.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,1972.62,78.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,-363.55,-5.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,GRAINGER,NON-Contract Data,Non-Prime,373.2,20.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,MSC INDUSTRIAL SUPPLY CO.,NON-Contract Data,Non-Prime,447.84,24.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC","JC Global Supply, LLC",JC GLOBAL SUPPLY,NON-Contract Data,Non-Prime,373.2,20.0,2019,Jan,2019,Jan,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,TXS-San Antonio (BSC Operator),TXS,NON-Contract Data,Non-Prime,363.55,5.0,2019,Dec,2019,Dec,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC","Caprice Electronics, Inc.","CAPRICE ELECTRONICS, INC.",NON-Contract Data,Non-Prime,144.6,3.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-010-7754,COVID-19 Critical,Non COVID-19 Core,6545,01-010-7754,First Aid Kit - Emergency First Response,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,Premier and Companies (Premier Supply),PREMIER AND COMPANIES,NON-Contract Data,Non-Prime,345.63,3.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,GRAINGER,NON-Contract Data,Non-Prime,1623.42,87.0,2019,Jan,2019,Jan,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,8105-00-922-9469,NON COVID-19 Critical,Non COVID-19 Core,8105,00-922-9469,"""Piddle Pak"" Crew Relief Bag - Sponge Type",Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOK,ALPHAPOINTE,Noble Supply & Logistics,Noble Supply & Logistics,NON-Contract Data,Non-Prime,2959.2,432.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOK,ALPHAPOINTE,LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,3159.45,17.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,TXS-San Antonio (BSC Operator),TXS,NON-Contract Data,Non-Prime,72.71,1.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,VAC-Charlottesville (BSC Operator),VAC,NON-Contract Data,Non-Prime,290.84,4.0,2019,Jan,2019,Jan,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,1820.88,72.0,2019,Oct,2019,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",TXC-Corpus Christi (BSC Operator),TXC,NON-Contract Data,Non-Prime,96.4,2.0,2019,Oct,2019,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,Grainger,GRAINGER,NON-Contract Data,Non-Prime,731.4,60.0,2019,Nov,2019,Nov,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,6340.56,29.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,8508.96,456.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,18.66,1.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,Department of Defense,Department of Defense,MOS,THE LIGHTHOUSE FOR THE BLIND,DLA Troop Support,Defense Logistics Agency (DLA),SPE2DS-18-P-B631,Non-Prime,48760.0,4000.0,2019,Nov,2019,Nov,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,MSC Industrial Supply Co.,MSC INDUSTRIAL SUPPLY CO.,NON-Contract Data,Non-Prime,363.55,5.0,2019,Nov,2019,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,8105-00-922-9469,NON COVID-19 Critical,Non COVID-19 Core,8105,00-922-9469,"""Piddle Pak"" Crew Relief Bag - Sponge Type",Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOK,ALPHAPOINTE,ESSENDANT (United Stationers),Essendant Co.,NON-Contract Data,Non-Prime,239.75,35.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC","Caprice Electronics, Inc.","CAPRICE ELECTRONICS, INC.",NON-Contract Data,Non-Prime,186.6,10.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,TXS-San Antonio (BSC Operator),TXS,NON-Contract Data,Non-Prime,24.38,2.0,2019,Oct,2019,Oct,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOK,ALPHAPOINTE,Noble Supply & Logistics,Noble Supply & Logistics,NON-Contract Data,Non-Prime,743.4,4.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Premier and Companies (Premier Supply),PREMIER AND COMPANIES,NON-Contract Data,Non-Prime,1012.2,21.0,2019,Feb,2019,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOS,THE LIGHTHOUSE FOR THE BLIND,LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,1454.2,20.0,2019,Oct,2019,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,TXS,TXS,NON-Contract Data,Non-Prime,387.95,5.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,6989.0,145.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-010-7754,COVID-19 Critical,Non COVID-19 Core,6545,01-010-7754,First Aid Kit - Emergency First Response,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,WIA,WIA,NON-Contract Data,Non-Prime,460.84,4.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,Grainger,GRAINGER,NON-Contract Data,Non-Prime,1551.8,20.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,WAS,WAS,NON-Contract Data,Non-Prime,155.18,2.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,TXC,TXC,NON-Contract Data,Non-Prime,243.8,20.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC","Rite-Kem, Inc.","Rite-Kem, Inc.",NON-Contract Data,Non-Prime,2186.4,10.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Embassy Products & Logistics,EMBASSY PRODUCTS AND LOGISTICS,NON-Contract Data,Non-Prime,303.48,12.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,MOS,THE LIGHTHOUSE FOR THE BLIND,ESSENDANT (United Stationers),Essendant Co.,NON-Contract Data,Non-Prime,5741.66,74.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,3279.6,15.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",NCD-Durham (BSC Operator),NCD,NON-Contract Data,Non-Prime,177.03,7.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Embassy Products & Logistics,EMBASSY PRODUCTS AND LOGISTICS,NON-Contract Data,Non-Prime,655.92,3.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,AZP,AZP,NON-Contract Data,Non-Prime,232.77,3.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,MSC INDUSTRIAL SUPPLY CO.,NON-Contract Data,Non-Prime,1343.52,72.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,BSC Stock,Base Supply Center Stock,OKO,"NEWVIEW OKLAHOMA, INC",MDB-Baltimore (BSC Operator),MDB,NON-Contract Data,Non-Prime,303.48,12.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-010-7754,COVID-19 Critical,Non COVID-19 Core,6545,01-010-7754,First Aid Kit - Emergency First Response,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,Premier and Companies (Premier Supply),PREMIER AND COMPANIES,NON-Contract Data,Non-Prime,1958.57,17.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-663-9032,COVID-19 Critical,Non COVID-19 Core,6545,00-663-9032,First Aid Kit - General Purpose Small Office,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC","Rite-Kem, Inc.","Rite-Kem, Inc.",NON-Contract Data,Non-Prime,227.61,9.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,GRAINGER,NON-Contract Data,Non-Prime,964.0,20.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,E-Commerce,E-Commerce,MOS,THE LIGHTHOUSE FOR THE BLIND,Department of Agriculture (USDA),Department of Agriculture (USDA),NON-Contract Data,E-Commerce,316.94,26.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Mono Machines LLC,SUPPLY CHIMP (formerly Mono Machines),NON-Contract Data,Non-Prime,437.28,2.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Wholesalers,Commercial Wholesalers,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,LC Industries (WHSLE),NON-Contract Data,Non-Prime,317.22,17.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,GRAINGER,NON-Contract Data,Non-Prime,485.16,26.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,E-Commerce,E-Commerce,OKO,"NEWVIEW OKLAHOMA, INC",GSA - Region 7,GSA - Region 7,BSH-GS-07F-P0084,E-Commerce,154.5,10.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-00-656-1094,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1094,"First Aid Kit - Industrial Construction Use - 10"" x 14-1/2"" x 2-3/4""",Commodity,C-Medical,BSC Stock,Base Supply Center Stock,MOS,THE LIGHTHOUSE FOR THE BLIND,ALT,ALT,NON-Contract Data,Non-Prime,775.9,10.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-656-1092,COVID-19 Critical,Non COVID-19 Core,6545,00-656-1092,First Aid Kit - Individual,Commodity,C-Medical,Commercial Distributors,Commercial Distributors,MOS,THE LIGHTHOUSE FOR THE BLIND,Grainger,GRAINGER,NON-Contract Data,Non-Prime,487.6,40.0,2020,Sep,2020,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
